Location,Latitude,Longitude,Date_Reported,Date_Occurred,Time_Occurred,Area_ID,Area_Name,Reporting_District_no,Part 1-2,Victim_Age,Victim_Sex,Victim_Descent,Premise_Code,Premise_Description,Status,Status_Description,Crime_Category,Weapon_desc,Weapon_cd,Mode_cd
1300    TREMONT                      ST,34.0562,-118.1985,01/20/2022,07/29/2020,00:01:00,4,Hollenbeck,448,2,23,M,F,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Fraud and White-Collar Crimes,FWCC,FWCC_cd,100
1800 N  DITMAN                       AV,34.0636,-118.189,03/14/2020,03/14/2020,20:00:00,4,Hollenbeck,437,1,22,M,H,501,SINGLE FAMILY DWELLING,AO,Adult Other,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,0913 0408
1100    ISABEL                       ST,34.0951,-118.2171,4/01/2020 ,03/30/2020,15:00:00,11,Northeast,1158,2,77,M,H,120,STORAGE SHED,IC,Invest Cont,Property Crimes,PC,PC_cd,329
SLAUSON,33.9896,-118.2445,01/28/2020,01/25/2020,21:30:00,13,Newton,1377,2,51,M,H,101,STREET,IC,Invest Cont,Property Crimes,PC,PC_cd,329
9300    LINCOLN                      BL,33.9552,-118.4141,03/27/2020,03/26/2020,17:00:00,14,Pacific,1483,1,63,M,O,108,PARKING LOT,IC,Invest Cont,Property Crimes,UNKNOWN WEAPON/OTHER WEAPON,500.0,0344 1300
7900    DENIVELLE                    RD,34.2731,-118.3039,9/10/2020 ,08/23/2020,15:25:00,16,Foothill,1618,2,47,F,O,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Fraud and White-Collar Crimes,FWCC,FWCC_cd,0377 1822 0917
1000 E  20TH                         ST,34.0255,-118.2552,6/07/2020 ,6/07/2020 ,04:35:00,13,Newton,1313,1,60,M,A,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Property Crimes,PC,PC_cd,0329 0913 1817 2004
4300 W  3RD                          ST,34.069,-118.3135,04/14/2020,04/13/2020,18:00:00,20,Olympic,2022,1,43,M,H,102,SIDEWALK,IC,Invest Cont,Property Crimes,PC,PC_cd,0344 0386
1400 E  51ST                         ST,33.9967,-118.2499,01/17/2020,01/17/2020,19:30:00,13,Newton,1365,2,19,F,H,501,SINGLE FAMILY DWELLING,AA,Adult Arrest,Crimes against Public Order,CAPO,CAPO_cd,2038 1814
3200    COUNTRY CLUB                 DR,34.0494,-118.3116,09/18/2020,09/17/2020,16:00:00,20,Olympic,2062,1,50,M,B,101,STREET,IC,Invest Cont,Property Crimes,PC,PC_cd,1822 0344 1300
5000 S  VERMONT                      AV,33.9978,-118.2915,5/07/2020 ,5/06/2020 ,11:30:00,12,77th Street,1207,1,46,M,O,101,STREET,IC,Invest Cont,Property Crimes,PC,PC_cd,0344 1822
600 S  SAN PEDRO                    ST,34.0421,-118.2469,04/21/2020,04/21/2020,13:02:00,1,Central,166,2,30,M,W,517,MISSIONS/SHELTERS,IC,Invest Cont,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,0416 1822 1218
FRANKLIN,34.1006,-118.3417,8/10/2020 ,8/09/2020 ,23:00:00,6,Hollywood,645,2,40,M,O,503,HOTEL,AO,Adult Other,Violent Crimes,UNKNOWN WEAPON/OTHER WEAPON,500.0,2000 0913 1813 1814 0400 0447
DOHENY                       DR,34.0736,-118.3897,2/03/2020 ,2/02/2020 ,23:30:00,7,Wilshire,721,2,48,M,W,122,"VEHICLE, PASSENGER/TRUCK",AO,Adult Other,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,2000 0400 0416 0446 1813
400 S  BROADWAY,34.0489,-118.2499,07/13/2020,7/12/2020 ,21:30:00,1,Central,143,1,26,F,H,203,OTHER BUSINESS,IC,Invest Cont,Property Crimes,PC,PC_cd,0344 0329 1609 1822 0325
FOOTHILL,34.256,-118.3003,3/12/2020 ,3/11/2020 ,11:00:00,16,Foothill,1638,2,48,M,H,101,STREET,IC,Invest Cont,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,0913 0562 0416
4800    MARTIN LUTHER KING           BL,34.0198,-118.3492,03/13/2020,02/28/2020,14:03:00,3,Southwest,362,1,25,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,Property Crimes,PC,PC_cd,0344 0394
WILLOWBROOK,33.9352,-118.2411,09/27/2020,09/27/2020,22:20:00,18,Southeast,1837,2,28,F,H,101,STREET,AO,Adult Other,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,0913 1814 0416 2033 2000 2021
400 S  GRAND VIEW                   ST,34.063,-118.2754,12/22/2020,12/20/2020,07:00:00,2,Rampart,245,2,32,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,0913 2000 1814 1810 0429 0400
5400    WHITE OAK                    AV,34.1693,-118.5184,01/15/2021,10/03/2020,18:00:00,10,West Valley,1067,1,59,F,W,123,PARKING UNDERGROUND/BUILDING,IC,Invest Cont,Property Crimes,PC,PC_cd,1822 0344 1202 1300 0352
3300    MANNING                      AV,34.0317,-118.407,10/16/2020,10/15/2020,23:30:00,8,West LA,895,1,41,M,W,101,STREET,AO,Adult Other,Property Crimes,PC,PC_cd,1602 0344 0385 1822
3000    OREGON                       ST,34.0302,-118.2043,06/17/2020,06/17/2020,17:30:00,4,Hollenbeck,478,1,37,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,Adult Arrest,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,0360 0446 0408 0913 2004
800 W  23RD                         ST,34.0323,-118.2776,10/07/2020,10/07/2020,12:30:00,3,Southwest,319,1,40,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,Property Crimes,PC,PC_cd,1822 0344 0307 1601 0329
BROADWAY,34.0091,-118.2784,06/30/2020,06/30/2020,18:15:00,13,Newton,1351,1,49,M,B,101,STREET,AA,Adult Arrest,Violent Crimes,HAND GUN,102.0,1822 0906 1407 0302 0432 0421 2004
800 N  WILTON                       PL,34.0855,-118.3135,02/28/2020,02/28/2020,10:37:00,6,Hollywood,677,2,32,M,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Crimes against Public Order,CAPO,CAPO_cd,1822
1800 N  HARVARD                      BL,34.1039,-118.305,12/26/2020,12/25/2020,02:00:00,6,Hollywood,639,2,38,M,W,501,SINGLE FAMILY DWELLING,AA,Adult Arrest,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,0913 1813 1814 2000 0416 0417 0446 0447
OCEAN FRONT WALK,33.9926,-118.4787,08/14/2020,08/14/2020,16:25:00,14,Pacific,1412,1,44,M,O,117,BEACH,IC,Invest Cont,Property Crimes,PC,PC_cd,0344 0400 0448
1800 S  BONNIE BRAE                  ST,34.0444,-118.2827,04/14/2020,1/03/2020 ,16:30:00,2,Rampart,291,2,14,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,0551 0913 1817 1259 1251 0448 0510 0522 0444 0509
1900    CHARITON                     ST,34.0405,-118.378,09/20/2020,09/18/2020,19:30:00,8,West LA,889,1,24,M,W,101,STREET,IC,Invest Cont,Property Crimes,PC,PC_cd,0321 0344 1822
8500    BEVERLY                      BL,34.0761,-118.3772,06/24/2020,06/24/2020,18:30:00,7,Wilshire,721,1,26,M,B,416,THE BEVERLY CENTER,AO,Adult Other,Property Crimes,PC,PC_cd,1609 0344 0329
1600 E  99TH                         ST,33.9467,-118.2453,12/29/2020,12/29/2020,13:00:00,18,Southeast,1826,2,27,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Fraud and White-Collar Crimes,FWCC,FWCC_cd,0930 1822 0100
3600 W  3RD                          ST,34.0691,-118.2948,08/27/2020,08/27/2020,16:45:00,20,Olympic,2026,2,53,M,O,203,OTHER BUSINESS,AO,Adult Other,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,1822 0444 0448 0416 0446
6000    CADILLAC                     AV,34.0374,-118.3742,10/05/2020,10/05/2020,14:30:00,7,Wilshire,782,2,53,M,H,701,HOSPITAL,AA,Adult Arrest,Property Crimes,PC,PC_cd,0329 1402
200 N  MOUNTAIN VIEW                AV,34.0677,-118.2685,9/05/2020 ,9/05/2020 ,10:30:00,2,Rampart,236,2,37,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,Adult Arrest,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,2000 1813 0416 0446 0913 0448 0424 1243
4200    SANTO TOMAS                  DR,34.0103,-118.3456,1/07/2020 ,1/02/2020 ,12:00:00,3,Southwest,391,1,52,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,Property Crimes,PC,PC_cd,0344 1606
7000    DENVER                       AV,33.9747,-118.2838,07/25/2020,07/25/2020,10:30:00,12,77th Street,1249,2,62,F,B,104,DRIVEWAY,IC,Invest Cont,Property Crimes,PC,PC_cd,329
12800    VENTURA                      BL,34.1448,-118.4117,04/29/2020,04/29/2020,13:15:00,15,N Hollywood,1591,2,33,M,H,402,MARKET,IC,Invest Cont,Violent Crimes,UNKNOWN WEAPON/OTHER WEAPON,500.0,0447 0400
9100    ORCHARD                      AV,33.9542,-118.2881,01/21/2020,01/21/2020,18:00:00,18,Southeast,1801,2,27,M,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,0400 0416 0913 2000 1813
DILLON,34.0824,-118.2768,10/13/2020,10/13/2020,20:00:00,2,Rampart,205,2,51,F,H,102,SIDEWALK,AO,Adult Other,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,1822 0400
8700    MOORCROFT                    AV,34.23,-118.6136,07/25/2020,7/10/2020 ,08:00:00,21,Topanga,2103,2,43,F,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Fraud and White-Collar Crimes,FWCC,FWCC_cd,1822 0930
1700 W  SUNSET                       BL,34.0772,-118.2584,3/01/2020 ,3/01/2020 ,10:00:00,2,Rampart,218,1,67,M,H,101,STREET,IC,Invest Cont,Property Crimes,PC,PC_cd,0344 0377 1609 1307 0329 1202
13000    ROSCOE                       BL,34.2217,-118.4166,02/26/2020,02/21/2020,12:00:00,19,Mission,1989,2,77,M,W,730,SYNAGOGUE/TEMPLE,IC,Invest Cont,Fraud and White-Collar Crimes,FWCC,FWCC_cd,1822 0929 0924
8700    INDEPENDENCE                 AV,34.2282,-118.5907,10/09/2020,10/09/2020,20:15:00,17,Devonshire,1781,2,37,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,Property Crimes,UNKNOWN WEAPON/OTHER WEAPON,500.0,329
200 S  HILL                         ST,34.0524,-118.2484,3/08/2020 ,3/08/2020 ,18:00:00,1,Central,133,2,35,M,B,728,ELEVATOR,AO,Adult Other,Violent Crimes,UNKNOWN WEAPON/OTHER WEAPON,500.0,0356 1822 2000
800 W  FLORENCE                     AV,33.9746,-118.2876,10/23/2020,10/23/2020,07:50:00,12,77th Street,1256,2,31,F,X,501,SINGLE FAMILY DWELLING,AA,Adult Arrest,Crimes against Public Order,VERBAL THREAT,511.0,0400 0416 0421 1822
NEW HAMPSHIRE                AV,34.0727,-118.2929,07/26/2020,07/25/2020,19:00:00,20,Olympic,2015,2,23,M,H,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,Property Crimes,PC,PC_cd,0329 1822
11400    VICTORY                      BL,34.1867,-118.3796,12/17/2020,12/17/2020,22:00:00,15,N Hollywood,1526,2,34,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,2000 0400 0416 1814
300 E  75TH                         ST,33.9722,-118.2696,05/26/2020,05/26/2020,16:30:00,12,77th Street,1259,2,40,F,B,501,SINGLE FAMILY DWELLING,AO,Adult Other,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,0913 0400 0416 0429 1814 2000 1300
1800    AVENUE OF THE STARS,34.0612,-118.4183,02/22/2020,02/22/2020,19:30:00,8,West LA,839,1,15,M,O,203,OTHER BUSINESS,IC,Invest Cont,Property Crimes,VERBAL THREAT,511.0,0344 0432 0216 0355 1251 2024 1259 1822
1100 E  46TH                         ST,34.0021,-118.2565,07/13/2020,07/13/2020,14:30:00,13,Newton,1364,2,44,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,0416 0417 0429 2000
400 S  BERENDO                      ST,34.0654,-118.2941,06/24/2020,06/23/2020,20:00:00,20,Olympic,2026,1,28,M,A,707,GARAGE/CARPORT,IC,Invest Cont,Property Crimes,PC,PC_cd,0358 1822 0344
12700    BARBARA ANN                  ST,34.2003,-118.4094,05/31/2020,05/29/2020,05:00:00,15,N Hollywood,1512,1,49,M,H,108,PARKING LOT,IC,Invest Cont,Property Crimes,PC,PC_cd,1300 0344 0385
CRYSTAL,34.0894,-118.2311,12/03/2020,12/02/2020,20:30:00,11,Northeast,1176,2,35,F,H,102,SIDEWALK,AO,Adult Other,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,0400 0913 1813 0417
15200    SUTTON                       ST,34.1496,-118.4647,7/06/2020 ,7/03/2020 ,16:00:00,9,Van Nuys,981,1,40,M,K,707,GARAGE/CARPORT,IC,Invest Cont,Property Crimes,PC,PC_cd,0344 1822
2000    ESTES                        RD,34.144,-118.2111,9/05/2020 ,9/04/2020 ,19:00:00,11,Northeast,1105,1,40,F,C,101,STREET,IC,Invest Cont,Property Crimes,PC,PC_cd,0344 1606
PICO,34.0461,-118.2801,3/11/2020 ,3/10/2020 ,17:45:00,2,Rampart,291,1,33,F,H,101,STREET,IC,Invest Cont,Property Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,0344 0408 1822
600 W  35TH                         ST,34.0204,-118.2809,02/24/2020,02/24/2020,18:45:00,3,Southwest,358,1,19,M,X,722,COLLEGE/JUNIOR COLLEGE/UNIVERSITY,IC,Invest Cont,Property Crimes,PC,PC_cd,0344 1251
6700    BELLINGHAM                   AV,34.1922,-118.3987,06/18/2020,06/17/2020,17:05:00,15,N Hollywood,1503,1,34,M,H,101,STREET,AA,Adult Arrest,Violent Crimes,UNKNOWN WEAPON/OTHER WEAPON,500.0,1822 1402 0400 0416
18900    BAHAMA                       ST,34.2333,-118.5449,8/09/2020 ,8/09/2020 ,20:30:00,17,Devonshire,1785,2,39,F,O,501,SINGLE FAMILY DWELLING,AO,Adult Other,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,2000 0913 0416 1821 0419 0429 2002
3400    FEDERAL                      AV,34.0162,-118.4319,3/04/2020 ,3/04/2020 ,14:20:00,14,Pacific,1424,2,43,M,O,501,SINGLE FAMILY DWELLING,AA,Adult Arrest,Property Crimes,PC,PC_cd,0329 2004
8400    VAN NUYS                     BL,34.2229,-118.4487,06/26/2020,06/26/2020,19:30:00,19,Mission,1985,1,22,M,W,248,CELL PHONE STORE,IC,Invest Cont,Property Crimes,PC,PC_cd,325
400 E  79TH                         ST,33.9674,-118.2673,06/28/2020,06/28/2020,06:30:00,12,77th Street,1269,2,39,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,Crimes against Public Order,VERBAL THREAT,511.0,0913 2126 1814
11200    ALVARO                       ST,33.931,-118.2532,09/26/2020,09/26/2020,19:25:00,18,Southeast,1846,1,37,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,Adult Arrest,Crimes against Public Order,VERBAL THREAT,511.0,1402 2001 0913 0421 0334 0432
7700    CRANER                       AV,34.2103,-118.3692,5/04/2020 ,5/04/2020 ,03:00:00,16,Foothill,1695,1,68,M,O,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Property Crimes,PC,PC_cd,344
111TH                        ST,33.9348,-118.2652,3/03/2020 ,3/03/2020 ,14:00:00,18,Southeast,1844,2,14,M,H,101,STREET,IC,Invest Cont,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,0400 0416 1300 1313 1822 1251
1200 S  ALVARADO                     ST,34.0486,-118.2819,10/19/2020,10/18/2020,21:00:00,2,Rampart,281,2,40,M,W,710,OTHER PREMISE,IC,Invest Cont,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,0340 1822 0416 0446 0400
6200 W  SUNSET                       BL,34.0998,-118.3211,02/16/2020,02/15/2020,02:15:00,6,Hollywood,647,1,25,M,H,102,SIDEWALK,IC,Invest Cont,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,0913 0400 0416 0429 0342
4700 N  SEPULVEDA                    BL,34.1557,-118.4661,09/17/2020,09/16/2020,15:25:00,9,Van Nuys,971,2,43,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,Crimes against Public Order,CAPO,CAPO_cd,1906 1822
MAPLEWOOD                    AV,34.0725,-118.3153,07/29/2020,07/29/2020,12:55:00,20,Olympic,2011,1,37,M,B,102,SIDEWALK,IC,Invest Cont,Property Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,0444 0429 1822 0344 1309
2300 S  DUNSMUIR                     AV,34.0374,-118.3576,01/19/2020,01/16/2020,21:00:00,7,Wilshire,783,1,69,F,B,101,STREET,IC,Invest Cont,Property Crimes,PC,PC_cd,0344 1501
700 N  FULLER                       AV,34.0836,-118.3498,02/28/2020,02/27/2020,05:00:00,7,Wilshire,702,2,43,M,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Property Crimes,PC,PC_cd,0329 1609 1822
7500 S  FLOWER                       ST,33.9713,-118.2813,7/04/2020 ,7/04/2020 ,13:20:00,12,77th Street,1256,1,18,M,H,101,STREET,IC,Invest Cont,Violent Crimes,HAND GUN,102.0,1309 0302 0334 0432 1300 1822
5100    MONTEREY                     RD,34.1094,-118.1785,11/08/2020,11/08/2020,19:00:00,4,Hollenbeck,404,1,39,M,H,203,OTHER BUSINESS,IC,Invest Cont,Crimes against Public Order,UNKNOWN FIREARM,106.0,0334 1822 0906
15500    DEVONSHIRE                   ST,34.261,-118.4698,03/16/2020,03/15/2020,15:50:00,19,Mission,1951,2,3,M,B,108,PARKING LOT,AO,Adult Other,Crimes against Persons,CAP,CAP_cd,CAP_MO
5800 W  HOLLYWOOD                    BL,34.1017,-118.3173,07/20/2020,07/20/2020,12:19:00,6,Hollywood,647,2,44,F,W,710,OTHER PREMISE,AA,Adult Arrest,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,0448 2004 0510 1822
5300    CARTWRIGHT                   AV,34.1667,-118.3632,06/16/2020,06/14/2020,20:00:00,15,N Hollywood,1548,1,30,F,O,108,PARKING LOT,IC,Invest Cont,Property Crimes,PC,PC_cd,1300 0344
6700    VAN NUYS                     BL,34.1903,-118.4574,09/17/2020,09/15/2020,11:25:00,9,Van Nuys,923,1,52,F,H,406,OTHER STORE,IC,Invest Cont,Property Crimes,PC,PC_cd,1822 0344 1420 0377 2032
1600 N  WESTERN                      AV,34.1001,-118.3092,10/23/2020,10/23/2020,03:15:00,6,Hollywood,648,2,27,M,O,102,SIDEWALK,IC,Invest Cont,Violent Crimes,UNKNOWN WEAPON/OTHER WEAPON,500.0,0447 1822
800    BAYVIEW                      AV,33.7796,-118.2699,02/14/2020,02/14/2020,23:20:00,5,Harbor,522,2,23,F,H,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,Property Crimes,PC,PC_cd,1309 0216 0329 1300
2100 E  101ST                        ST,33.9449,-118.2344,10/01/2020,09/30/2020,22:00:00,18,Southeast,1829,2,46,F,B,122,"VEHICLE, PASSENGER/TRUCK",AA,Adult Arrest,Property Crimes,PC,PC_cd,0913 1307 0329 0603
11300 W  VENTURA                      BL,34.1402,-118.377,7/10/2020 ,7/09/2020 ,22:10:00,15,N Hollywood,1596,2,60,M,H,108,PARKING LOT,AO,Adult Other,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,0400 0416
800 S  ALVARADO                     ST,34.0543,-118.2782,08/23/2020,08/23/2020,20:30:00,2,Rampart,265,1,31,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,Adult Arrest,Violent Crimes,KNIFE WITH BLADE 6INCHES OR LESS,200.0,2036 0340 0334 0445 1222 1822 0903 2054 1536
19400    ROSCOE                       BL,34.2243,-118.5623,10/12/2020,10/12/2020,14:00:00,17,Devonshire,1792,2,25,F,W,501,SINGLE FAMILY DWELLING,AA,Adult Arrest,Violent Crimes,UNKNOWN WEAPON/OTHER WEAPON,500.0,1814 0416 1202
500 W  76TH                         ST,33.9727,-118.285,12/25/2020,12/25/2020,07:00:00,12,77th Street,1256,2,60,F,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,2000 0445 0432 1813 0913 2021
WARNER                       BL,34.063,-118.3699,01/25/2020,01/25/2020,13:25:00,7,Wilshire,742,2,37,M,O,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,Property Crimes,PC,PC_cd,0919 1300 1609
MAIN                         ST,34.0249,-118.2686,10/22/2020,10/22/2020,01:00:00,13,Newton,1331,1,29,M,H,101,STREET,IC,Invest Cont,Property Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,1300 1304 1310 1309 0432 1822 0344 0377
100 N  BEAUDRY                      AV,34.0591,-118.2542,9/02/2020 ,9/01/2020 ,21:00:00,2,Rampart,239,1,32,M,B,101,STREET,IC,Invest Cont,Property Crimes,PC,PC_cd,1300 0344 1307 1609 0329
ROSCOE                       BL,34.2214,-118.4731,9/07/2020 ,9/07/2020 ,19:25:00,19,Mission,1981,1,33,M,O,154,TRAIN TRACKS,IC,Invest Cont,Violent Crimes,ROCK/THROWN OBJECT,306.0,0342 0416 1218 1822 0429 2033
13000    BORDEN                       AV,34.3061,-118.4414,05/24/2021,05/15/2020,15:00:00,19,Mission,1916,1,36,M,B,721,HIGH SCHOOL,IC,Invest Cont,Property Crimes,PC,PC_cd,1605 0344
200    RENNIE                       AV,33.9987,-118.4739,8/12/2020 ,8/06/2020 ,22:40:00,14,Pacific,1413,2,28,F,H,104,DRIVEWAY,IC,Invest Cont,Property Crimes,PC,PC_cd,0329 1300
5500    LONG BEACH                   AV,33.9912,-118.2432,07/30/2020,07/25/2020,20:00:00,13,Newton,1377,2,70,M,H,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,Property Crimes,PC,PC_cd,0329 1202
4300    MELROSE                      AV,34.0873,-118.296,4/06/2020 ,4/06/2020 ,18:06:00,2,Rampart,201,1,52,M,H,108,PARKING LOT,IC,Invest Cont,Property Crimes,SIMULATED GUN,113.0,0342 1822 0344 0432 0216 0916 0330
700    IMOGEN                       AV,34.0822,-118.2832,04/28/2020,04/28/2020,13:40:00,2,Rampart,204,2,37,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,Fraud and White-Collar Crimes,FWCC,FWCC_cd,0928 0100
VENICE                       BL,34.0375,-118.3742,1/05/2020 ,1/05/2020 ,14:30:00,7,Wilshire,782,2,34,F,H,101,STREET,IC,Invest Cont,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,2000 1218 1813 0416 0419 2004
3300 W  FLORENCE                     AV,33.9745,-118.3302,12/01/2020,12/01/2020,15:43:00,12,77th Street,1251,1,27,F,B,501,SINGLE FAMILY DWELLING,AO,Adult Other,Property Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,2000 1814 0913 0344 0448 1218 2004
16100 S  AINSWORTH                    ST,33.8848,-118.2904,08/14/2020,08/13/2020,12:00:00,18,Southeast,1881,2,26,X,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,Crimes against Public Order,VERBAL THREAT,511.0,0913 0421 1906 1816
MELROSE,34.0835,-118.3288,1/05/2020 ,1/05/2020 ,04:10:00,6,Hollywood,676,1,29,F,H,101,STREET,IC,Invest Cont,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,0400 0416 2002 2000 1814 0913
1500 N  LAUREL                       AV,34.098,-118.3643,06/16/2020,4/01/2020 ,12:00:00,6,Hollywood,632,2,32,F,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Fraud and White-Collar Crimes,FWCC,FWCC_cd,1822
7200    MELROSE                      AV,34.0835,-118.3462,01/27/2020,01/27/2020,17:35:00,7,Wilshire,705,1,47,M,H,210,RESTAURANT/FAST FOOD,IC,Invest Cont,Property Crimes,HAND GUN,102.0,1822 0342 0334 0337
13800    SAYRE                        ST,34.31,-118.434,09/26/2020,09/26/2020,18:00:00,19,Mission,1918,2,42,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,Crimes against Public Order,VERBAL THREAT,511.0,0906 1270 0421
6700    DE SOTO                      AV,34.1915,-118.5884,06/24/2020,05/15/2020,11:00:00,21,Topanga,2157,1,68,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,Property Crimes,PC,PC_cd,344
1200    WESTCHESTER                  PL,34.0472,-118.3189,09/25/2020,09/24/2020,12:47:00,7,Wilshire,759,2,23,M,W,203,OTHER BUSINESS,IC,Invest Cont,Crimes against Public Order,VERBAL THREAT,511.0,443
11700    WILSHIRE                     BL,34.0491,-118.4614,08/20/2020,07/21/2020,16:00:00,8,West LA,842,2,31,M,W,101,STREET,IC,Invest Cont,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,0400 0416 0417 1822
3500    VALLEY                       BL,34.07,-118.1998,06/26/2020,06/20/2020,12:00:00,4,Hollenbeck,424,2,34,M,H,725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",IC,Invest Cont,Property Crimes,PC,PC_cd,329
1500 N  SOTO                         ST,34.0609,-118.2052,11/03/2020,11/03/2020,06:50:00,4,Hollenbeck,443,1,49,F,H,108,PARKING LOT,IC,Invest Cont,Property Crimes,PC,PC_cd,1302 0329
KOHLER,34.0335,-118.2459,09/26/2020,09/26/2020,01:30:00,13,Newton,1307,1,54,F,H,158,TRANSIENT ENCAMPMENT,IC,Invest Cont,Property Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,0913 1218 0416 0344 2060
